id,code,name
93,AMST 422,Writing Tribal Histories
93,ER&M 435,Writing Tribal Histories
93,HIST 151J,Writing Tribal Histories
95,AMST 452,MovementMemorySettlerColonial
95,ER&M 452,MovementMemorySettlerColonial
96,AMST 459,Multispecies Worlds
97,AMST 464,Documentary Film Workshop
97,AMST 833,Documentary Film Workshop
97,EVST 464,Documentary Film Workshop
97,F&ES 592,Documentary Film Workshop
97,FILM 456,Documentary Film Workshop
97,FILM 736,Documentary Film Workshop
98,AMST 466,Contemporary Historical Novels
98,ENGL 444,Contemporary Historical Novels
99,AMST 472,IndividReading&ResearchJrs&Srs
100,AMST 487,The Rise of “Presidentalism”
100,PLSC 275,The Rise of “Presidentalism”
100,PLSC 820,The Rise of “Presidentalism”
101,AMST 491,Senior Project
102,AMST 494,SeniorProject: IntensiveMajor
103,AMST 611,SettlerColonialismAmerImagin
104,AMST 623,WorkingGroupGlobalization&Cult
104,CPLT 822,WorkingGroupGlobalization&Cult
105,AMST 625,The Transpacific Mid-Century
105,ENGL 885,The Transpacific Mid-Century
106,AMST 667,Critical Human Geography
107,AMST 669,"Religion, Art, and Resistance"
107,REL 768,"Religion, Art, and Resistance"
109,AMST 719,Interrogating Crisis of Islam
112,AMST 747,Affect and Materiality
112,ANTH 594,Affect and Materiality
112,WGSS 633,Affect and Materiality
113,AMST 765,Personhood in the Americas
113,ANTH 549,Personhood in the Americas
113,WGSS 764,Personhood in the Americas
114,AMST 767,Research in U.S. Urban History
114,HIST 724,Research in U.S. Urban History
116,AMST 780,Class & Capitalism 20thC U.S.
116,HIST 734,Class & Capitalism 20thC U.S.
118,AMST 785,Religion& Performance of Space
118,HSAR 730,Religion& Performance of Space
119,AMST 790,American Performance in 1970's
119,DRAM 666,American Performance in 1970's
119,ENGL 964,American Performance in 1970's
122,AMST 839,Readings in Environmental Hist
122,HIST 743,Readings in Environmental Hist
122,HSHM 744,Readings in Environmental Hist
124,AMST 854,American Literature to 1830
124,ENGL 847,American Literature to 1830
125,AMST 901,Directed Reading
126,AMST 902,Prospectus Workshop
127,AMST 903,Intro to Public Humanities
127,HIST 746,Intro to Public Humanities
128,AMST 905,Master’sProjPublicHumanities
130,AMST 920,Writing Wkshp in U.S. History
130,HIST 701,Writing Wkshp in U.S. History
131,AMTH 160,The Structure of Networks
131,MATH 160,The Structure of Networks
131,S&DS 160,The Structure of Networks
132,AMTH 222,LinearAlgebraWithApplications
132,MATH 222,LinearAlgebraWithApplications
133,AMTH 244,Discrete Mathematics
133,MATH 244,Discrete Mathematics
134,AMTH 262,Comp Tools for Data Science
134,CPSC 362,Comp Tools for Data Science
134,S&DS 262,Comp Tools for Data Science
134,S&DS 562,Comp Tools for Data Science
135,AMTH 361,Data Analysis
135,S&DS 361,Data Analysis
135,S&DS 661,Data Analysis
136,AMTH 364,Information Theory
136,EENG 454,Information Theory
136,S&DS 364,Information Theory
136,S&DS 664,Information Theory
137,AMTH 482,Research Project
138,AMTH 490,Senior Seminar and Project
139,AMTH 491,Senior Project
140,AMTH 552,DeepLearningTheoryApplications
140,CB&B 663,DeepLearningTheoryApplications
140,CPSC 452,DeepLearningTheoryApplications
140,CPSC 663,DeepLearningTheoryApplications
141,AMTH 640,Topics in NumericalComputation
141,CPSC 640,Topics in NumericalComputation
142,AMTH 765,Modeling Biological Systems II
142,BENG 465,Modeling Biological Systems II
142,CB&B 562,Modeling Biological Systems II
142,ENAS 561,Modeling Biological Systems II
142,INP 562,Modeling Biological Systems II
142,MB&B 361,Modeling Biological Systems II
142,MB&B 562,Modeling Biological Systems II
142,MCDB 361,Modeling Biological Systems II
142,MCDB 562,Modeling Biological Systems II
142,NSCI 325,Modeling Biological Systems II
142,PHYS 562,Modeling Biological Systems II
143,AMTH 797,Geometry of Data
143,MATH 797,Geometry of Data
144,ANTH 040,Evolution of Human Uniqueness
145,ANTH 110,Intro to Cultural Anthropology
146,ANTH 172,GreatHoaxes&FantasiesInArchlgy
146,ARCG 172,GreatHoaxes&FantasiesInArchlgy
149,ANTH 215,Archaeology of China
149,ARCG 215,Archaeology of China
150,ANTH 241,Nature&Culture in&of East Asia
150,EAST 406,Nature&Culture in&of East Asia
151,ANTH 242,HumanEvolutionaryBio &LifeHist
152,ANTH 253,Intro Experimental Archaeology
152,ANTH 559,Intro Experimental Archaeology
152,ARCG 253,Intro Experimental Archaeology
152,ARCG 559,Intro Experimental Archaeology
153,ANTH 264,Aztec Archaeology&Ethnohistory
153,ARCG 264,Aztec Archaeology&Ethnohistory
153,SPAN 404,Aztec Archaeology&Ethnohistory
154,ANTH 276,South Asian Social Worlds
154,SAST 219,South Asian Social Worlds
155,ANTH 316,An Anthropology of the Violent
155,SAST 309,An Anthropology of the Violent
156,ANTH 321,Middle East Gender Studies
156,MMES 321,Middle East Gender Studies
156,SOCY 318,Middle East Gender Studies
156,WGSS 321,Middle East Gender Studies
157,ANTH 323,Devt&Change in Iraq&Afganistan
157,ER&M 371,Devt&Change in Iraq&Afganistan
157,MMES 348,Devt&Change in Iraq&Afganistan
157,PLSC 380,Devt&Change in Iraq&Afganistan
158,ANTH 338,Gender & Politics After Social
158,RSEE 336,Gender & Politics After Social
158,WGSS 738,Gender & Politics After Social
159,ANTH 339,Urban Ethnography of Asia
159,ANTH 539,Urban Ethnography of Asia
160,ANTH 346,Anthro ApproachesTo Capitalism
161,ANTH 362,Unity&Diversity:ChineseCulture
161,ANTH 562,Unity&Diversity:ChineseCulture
162,ANTH 381,Sex and Global Politics
162,WGSS 378,Sex and Global Politics
162,WGSS 625,Sex and Global Politics
163,ANTH 385,Archaeological Ceramics
163,ANTH 785,Archaeological Ceramics
163,ARCG 385,Archaeological Ceramics
163,ARCG 785,Archaeological Ceramics
164,ANTH 399,Anthropology of Outer Space
165,ANTH 414,"Hubs, Mobilities &World Cities"
165,ANTH 575,"Hubs, Mobilities &World Cities"
165,EAST 417,"Hubs, Mobilities &World Cities"
166,ANTH 428,Neighbors and Others
166,ANTH 828,Neighbors and Others
166,PHIL 493,Neighbors and Others
166,RLST 428,Neighbors and Others
166,RLST 882,Neighbors and Others
167,ANTH 438,"Culture, Power, Oil"
167,ANTH 638,"Culture, Power, Oil"
169,ANTH 453,HealthDisparities&HealthEquity
169,HLTH 425,HealthDisparities&HealthEquity
170,ANTH 464,Human Osteology
170,ANTH 864,Human Osteology
170,ARCG 464,Human Osteology
170,ARCG 864,Human Osteology
170,E&EB 464,Human Osteology
171,ANTH 471,Readings in Anthropology
172,ANTH 473,ClimateChnge&Societal Collapse
172,ANTH 773,ClimateChnge&Societal Collapse
172,ARCG 473,ClimateChnge&Societal Collapse
172,ARCG 773,ClimateChnge&Societal Collapse
172,EVST 473,ClimateChnge&Societal Collapse
172,F&ES 793,ClimateChnge&Societal Collapse
172,NELC 473,ClimateChnge&Societal Collapse
172,NELC 588,ClimateChnge&Societal Collapse
173,ANTH 491,The Senior Essay
174,ANTH 492,Imaging Ancient Worlds
174,ANTH 692,Imaging Ancient Worlds
174,ARCG 492,Imaging Ancient Worlds
174,NELC 321,Imaging Ancient Worlds
174,NELC 537,Imaging Ancient Worlds
175,ANTH 538,Cult&PoliticsContempMidEast
175,GLBL 838,Cult&PoliticsContempMidEast
177,ANTH 579,DrctngArchaeologicalExcavation
177,ARCG 579,DrctngArchaeologicalExcavation
179,ANTH 600,Contemporary Social Theory
180,ANTH 700,DvlpmntofDiscpln:CntmpryThemes
181,ANTH 710,SettlementPatterns&Landscape
181,ARCG 710,SettlementPatterns&Landscape
182,ANTH 808,Tpcs&Issues Evolut Morphology
183,ANTH 853,Primate Life Histories
184,ANTH 950,DirRsrch:PrepQualifyingExam
185,ANTH 953,DirectedResearch inArchaeology
186,ANTH 954,Dir Research Biological Anthro
187,ANTH 964,Environmental Humanities
187,HIST 964,Environmental Humanities
187,HSAR 842,Environmental Humanities
187,HSHM 692,Environmental Humanities
188,APHY 100,Energy Technology and Society
188,ENAS 100,Energy Technology and Society
188,EVST 100,Energy Technology and Society
188,G&G 105,Energy Technology and Society
188,PHYS 100,Energy Technology and Society
189,APHY 110,The Technological World
189,ENAS 110,The Technological World
190,APHY 151,MultivariblCalculsForEngineers
190,ENAS 151,MultivariblCalculsForEngineers
190,PHYS 151,MultivariblCalculsForEngineers
191,APHY 194,Ordinary&PrtialDiffrntlEquatns
191,ENAS 194,Ordinary&PrtialDiffrntlEquatns
192,APHY 321,SemicondSiliconDevices&Tchnlgy
192,EENG 403,SemicondSiliconDevices&Tchnlgy
192,ENAS 986,SemicondSiliconDevices&Tchnlgy
193,APHY 322,ElectromagneticWaves&Devices
194,APHY 449,Solid State Physics II
194,APHY 549,Solid State Physics II
194,ENAS 851,Solid State Physics II
194,PHYS 449,Solid State Physics II
194,PHYS 549,Solid State Physics II
195,APHY 450,Synchrotron Techniques
195,APHY 725,Synchrotron Techniques
195,ENAS 450,Synchrotron Techniques
195,ENAS 725,Synchrotron Techniques
195,MENG 450,Synchrotron Techniques
196,APHY 470,Statistical Methods
197,APHY 472,Senior Special Projects
198,APHY 590,RspnsbleRsrchPhysicalScientist
198,PHYS 590,RspnsbleRsrchPhysicalScientist
199,APHY 607,MdrnTpcsinOptcs&QntmElctrnics
200,APHY 610,Quantum Many-Body Theory
200,PHYS 610,Quantum Many-Body Theory
201,APHY 990,Special Investigations
202,ARBC 120,ElementaryModStandardArabic II
202,ARBC 501,ElementaryModStandardArabic II
203,ARBC 140,IntermedModernStandardArabicII
203,ARBC 503,IntermedModernStandardArabicII
204,ARBC 146,IntermediateClassicalArabic II
204,ARBC 510,IntermediateClassicalArabic II
205,ARBC 151,AdvancedModernStandardArabicII
205,ARBC 505,AdvancedModernStandardArabicII
206,ARBC 176,In Dialogue: Arabic & Hebrew
206,MMES 178,In Dialogue: Arabic & Hebrew
207,ARBC 194,PoliticsAestheticsModArabicLit
207,NELC 164,PoliticsAestheticsModArabicLit
208,ARBC 560,Graduate Arabic Seminar
210,ARCG 031,Rivers and Civilization
210,EVST 030,Rivers and Civilization
210,NELC 026,Rivers and Civilization
211,ARCG 110,Intro HistArt: Decorative Arts
211,HSAR 110,Intro HistArt: Decorative Arts
216,ARCG 226,Global Environmental History
216,EVST 226,Global Environmental History
216,F&ES 873,Global Environmental History
216,NELC 268,Global Environmental History
216,NELC 605,Global Environmental History
217,ARCG 243,Greek Art and Architecture
217,CLCV 160,Greek Art and Architecture
217,HSAR 243,Greek Art and Architecture
218,ARCG 252,Roman Architecture
218,CLCV 175,Roman Architecture
218,HSAR 252,Roman Architecture
221,ARCG 362,Observing Earth from Space
221,ARCG 762,Observing Earth from Space
221,EMD 548,Observing Earth from Space
221,EVST 362,Observing Earth from Space
221,F&ES 726,Observing Earth from Space
221,G&G 362,Observing Earth from Space
221,G&G 562,Observing Earth from Space
223,ARCG 424,eClavdia:Women in Ancient Rome
223,CLCV 230,eClavdia:Women in Ancient Rome
223,HSAR 424,eClavdia:Women in Ancient Rome
229,ARCH 1114,Advanced Design Studio
230,ARCH 1119,Advanced Design Studio
231,ARCH 1213,Books and Architecture
232,ARCH 1225,Formal Analysis II
233,ARCH 1228,Ruins & Ruination
234,ARCH 1241,"Rendered: Art, Arch&Cont.Image"
235,ARCH 154,Drawing Architecture
236,ARCH 162,Materials in Architecture
237,ARCH 200,Scales of Design
237,URBN 200,Scales of Design
238,ARCH 2016,Building Project I
239,ARCH 2022,Systems Integration
240,ARCH 2223,Structuring Arch. Form & Space
241,ARCH 2226,Design Computation
242,ARCH 2229,Regenerative Building
242,F&ES 606,Regenerative Building
243,ARCH 2230,Exploring New Values in Design
244,ARCH 2238,The Mechanical Artifact
245,ARCH 2241,Building Disasters
246,ARCH 230,Intro to Study of the City
246,STCY 176,Intro to Study of the City
246,URBN 230,Intro to Study of the City
247,ARCH 251,Methods&FormInArchitecture II
249,ARCH 3012,Architectural Theory
250,ARCH 304,Style
250,HSAR 442,Style
251,ARCH 3073,Design Research II: Built Env.
252,ARCH 312,Modern Architecture
252,HSAR 312,Modern Architecture
253,ARCH 314,History of Landscape
253,URBN 314,History of Landscape
254,ARCH 3211,Architecture & Abstraction
255,ARCH 3229,Urban History of Amazonia
256,ARCH 324,City Before & After Tubewell
256,SAST 384,City Before & After Tubewell
256,URBN 324,City Before & After Tubewell
257,ARCH 3252,"Landscape, Film, Architecture"
257,FILM 344,"Landscape, Film, Architecture"
257,GMAN 344,"Landscape, Film, Architecture"
258,ARCH 3256,Renaissance & Modern II
259,ARCH 3267,Semiotics
259,FILM 833,Semiotics
260,ARCH 3272,Exhibitionis PoliticsofDisplay
260,WGSS 527,Exhibitionis PoliticsofDisplay
261,ARCH 3283,After the Modern Movement
262,ARCH 3292,Arch. His/Theory Anthropocene
263,ARCH 3293,The Polych. Reconst. of Arch.
264,ARCH 330,"Creativity, Innov & ""The New"""
265,ARCH 3300,Avant-Garde: M.Tafuri's Sphere
266,ARCH 3301,NY Incubator: Four Urbn Thnkrs
267,ARCH 341,Globalization Space
267,ARCH 4216,Globalization Space
267,F&ES 782,Globalization Space
267,GLBL 253,Globalization Space
267,LAST 318,Globalization Space
267,URBN 341,Globalization Space
268,ARCH 360,Urban Lab: An Urban World
268,URBN 360,Urban Lab: An Urban World
269,ARCH 380,The Global Museum
269,HSAR 437,The Global Museum
269,MMES 382,The Global Museum
270,ARCH 4220,Port City: Urban Form Trans.
271,ARCH 4221,Intro to Comm'l Real Estate
272,ARCH 4223,History of British Landscape
273,ARCH 4233,Ghost Towns
274,ARCH 4243,Case Studies in Urban Design
275,ARCH 4244,Cartographies of ClimateChange
276,ARCH 471,Individual Tutorial
277,ARCH 491,Senior Project
277,URBN 491,Senior Project
278,ARCH 494,Senior Project Design Studio
279,ARCH 554,Ph.D. Dissertation Preparation
280,ARCH 559,Ph.D. Seminar: CEA
281,ARMN 451,Classical Armenian II
281,ARMN 681,Classical Armenian II
282,ART 007,Art of the Game
283,ART 012,On Activism
284,ART 014,Research in the Making
285,ART 110,Sculpture Basics
286,ART 111,Visual Thinking
287,ART 114,Basic Drawing
288,ART 121,Intro to Sculpture: Metal
289,ART 130,Painting Basics
290,ART 132,Introduction to Graphic Design
291,ART 136,B&W Photo Capturing Light
292,ART 138,Digital Photography
293,ART 142,Intro Documentary Filmmaking
293,FILM 162,Intro Documentary Filmmaking
294,ART 145,Introduction to Digital Video
295,ART 185,Principles of Animation
296,ART 224,Figure Drawing
297,ART 235,Dance Theater
297,THST 235,Dance Theater
298,ART 264,Typography!
299,ART 265,"Expression,Structure,Sequence"
300,ART 266,History of Graphic Design
301,ART 288,The Itinerant Image
302,ART 301,Critical Theory in the Studio
303,ART 323,Paint
303,HSAR 478,Paint
304,ART 331,Intermediate Painting
305,ART 338,IntermediateDigitalPhotography
306,ART 341,IntermedFilmWriting &Directing
306,FILM 355,IntermedFilmWriting &Directing
307,ART 342,Intermed DocumentaryFilmmaking
307,FILM 356,Intermed DocumentaryFilmmaking
308,ART 369,"Interactive Design, Internet"
309,ART 371,Sound Art
309,MUSI 370,Sound Art
310,ART 379,"Form For Content, View Camera"
311,ART 433,PaintingStudio:Space&Abstractn
312,ART 443,AdvancedFilmWriting&Directing
312,FILM 484,AdvancedFilmWriting&Directing
313,ART 457,Printmaking II
314,ART 469,AdvDesignHistoryEditInterpret
315,ART 472,Independent Projects
316,ART 496,Senior Project II
317,ART 515,Colorspace
318,ART 518,"Painting, Theory"
319,ART 676,Weird Things
320,ART 678,Doing
321,ART 680,Performance: after feeling
322,ART 710,3rd-yr. Design Studio
323,ART 720,1st-yr. Design Studio
324,ART 743,Letterform Sequence
325,ART 751,Print to Screen
326,ART 828,Prob. Photo. Criticism
327,ART 871,Workerism
328,ART 914,Artists in the “Market” place
329,ASL 120,American Sign Language II
330,ASL 140,American Sign Language IV
331,ASTR 120,Galaxies and the Universe
332,ASTR 130,Origins&SearchForLifeInUnivrse
333,ASTR 170,Introduction to Cosmology
334,ASTR 310,Galactic&ExtragalactAstronomy
335,ASTR 343,"Gravity,Astrophysics&Cosmology"
335,PHYS 343,"Gravity,Astrophysics&Cosmology"
336,ASTR 356,Astrostatistics & Data Mining
336,ASTR 556,Astrostatistics & Data Mining
336,PHYS 356,Astrostatistics & Data Mining
337,ASTR 375,Exoplanets
337,ASTR 575,Exoplanets
338,ASTR 380,Stellar Populations
338,ASTR 510,Stellar Populations
339,ASTR 418,Stellar Dynamics
339,ASTR 518,Stellar Dynamics
340,ASTR 420,ComputatnlMethods:Astrophysics
340,ASTR 520,ComputatnlMethods:Astrophysics
340,G&G 538,ComputatnlMethods:Astrophysics
341,ASTR 430,Galaxies
341,ASTR 530,Galaxies
342,ASTR 472,Independ Project in Astronomy
343,ASTR 491,Two-Term Senior Project
344,ASTR 492,One-Term Senior Project
345,ASTR 580,Research
346,ASTR 595,Astrophysical Flows
347,ASTR 711,Professional Seminar
348,B&BS 501,Responsible Conduct of Rsrch
349,B&BS 503,RCR Refresher for Sr BBS Stdnt
350,B&BS 680,Topics in Human Investigation
350,IMED 680,Topics in Human Investigation
351,BENG 249,Intro Biomedical Computation
352,BENG 351,Biotransport and Kinetics
352,CENG 351,Biotransport and Kinetics
352,ENAS 551,Biotransport and Kinetics
353,BENG 352,Biomedical Signals and Images
354,BENG 356L,Biomedical Engineering Lab
355,BENG 403,Economics&Science of Medicine
355,ECON 463,Economics&Science of Medicine
356,BENG 404,Medical Device Design
356,MENG 404,Medical Device Design
357,BENG 405,Biotech & the Developing World
357,ENAS 805,Biotech & the Developing World
357,EVST 415,Biotech & the Developing World
358,BENG 406,Medical Software Design
359,BENG 411,BioMEMS & Biomed Microdevices
359,ENAS 711,BioMEMS & Biomed Microdevices
360,BENG 435,Biomaterial-TissueInteractions
360,ENAS 535,Biomaterial-TissueInteractions
360,PATH 630,Biomaterial-TissueInteractions
361,BENG 449,Biomedical Data Analysis
361,ENAS 549,Biomedical Data Analysis
362,BENG 455,Vascular Mechanics
362,ENAS 555,Vascular Mechanics
363,BENG 456,Molecular&CellularBiomechanics
363,ENAS 556,Molecular&CellularBiomechanics
364,BENG 458,MultiscaleModlsOfBiomechSystms
364,ENAS 758,MultiscaleModlsOfBiomechSystms
366,BENG 467,SystemsBiology ofCellSignaling
366,ENAS 567,SystemsBiology ofCellSignaling
367,BENG 472,Special Projects
368,BENG 474,Senior Project
369,BENG 485,Fundamentals of Neuroimaging
369,ENAS 585,Fundamentals of Neuroimaging
