subject,number,section,times,locations,rating,workload
PSYC,708,1,W 2:30pm-4pm,TBA,4.307291666666667,2.083333333333333
PSYC,710,1,M 2:30pm-3:45pm,TBA,3.852941176470588,1.125
PSYC,720,1,Th 11:35am-12:50pm,K 207 - Kirtland Hall 207,3.811468253968254,1.972222222222222
PSYC,724,1,TBA,TBA,4.875,3.0
PSYC,725,1,TBA,TBA,4.192307692307692,3.5
PSYC,727,1,TBA,TBA,4.0,2.666666666666666
PSYC,728,1,T 1:30pm-3:20pm + 1,TBA,,
PSYC,731,1,TBA,TBA,4.833333333333333,3.0
PSYC,733,1,TBA,TBA,4.8,2.75
PSYC,735,1,TBA,TBA,,
PSYC,737,1,F 10am-11:15am + 1,SSS 303 + 1,3.4666666666666672,2.0
PSYC,739,1,TBA,TBA,,
PSYC,741,1,TBA,TBA,4.045454545454546,1.5
PSYC,742,1,TBA,TBA,5.0,1.5
PSYC,744,1,TBA,TBA,4.7,2.0
PSYC,745,1,Th 1pm-2:20pm + 1,K 207 - Kirtland Hall 207 + 1,4.75,3.3125
PSYC,752,1,W 4pm-5:15pm,TBA,5.0,4.0
PSYC,753,1,W 2:30pm-4pm,TBA,,
PSYC,754,1,TBA,TBA,4.75,2.0
PSYC,755,1,TBA,TBA,5.0,2.25
PSYC,756,1,T 11:35am-12:50pm,K 207 - Kirtland Hall 207,4.291666666666666,2.333333333333333
PSYC,757,1,TBA,TBA,5.0,5.0
PSYC,758,1,W 2:30pm-4pm,SSS 306 - Sheffield-Sterling-Strathcona 306,5.0,5.0
PSYC,759,1,TBA,TBA,,
PSYC,760,1,TBA,TBA,,
PSYC,761,1,TBA,TBA,,
PSYC,762,1,TBA,TBA,,
PSYC,763,1,TBA,TBA,,
PSYC,764,1,TBA,TBA,,
PSYC,765,1,M 4pm-5:30pm,TBA,,
PSYC,766,1,TBA,TBA,4.703125,3.0
PSYC,775,1,F 9am-11am,TBA,4.9,2.666666666666666
PSYC,777,1,TBA,TBA,3.625,
PSYC,778,1,TBA,TBA,,
PSYC,802,1,TBA,TBA,,
PSYC,803,1,TBA,TBA,,
PSYC,805,1,TBA,TBA,,
PSYC,811,1,TBA,TBA,4.833333333333334,3.222222222222222
PSYC,817,1,TBA,TBA,,
PSYC,920,1,TBA,TBA,,
PSYC,923,1,TBA,TBA,,
PSYC,925,1,TBA,TBA,,
PSYC,930,1,TBA,TBA,,
QUAL,999,1,TBA,TBA,,
REL,3604,1,MWF 8:30am-9:20am,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
REL,3606,1,MWF 8:30am-9:20am,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,3612,1,TTh 10am-11:20am,SDQ WOOD - Sterling Divinity Quadrangle WOOD,,
REL,3614,1,W 3:30pm-5:20pm,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,3615,1,W 3:30pm-5:20pm,TBA,,
REL,3617,1,MW 8:30am-9:50am,EVANS 2210 - Edward P Evans Hall 2210,,
REL,3617,2,MW 10:10am-11:30am,EVANS 2210 - Edward P Evans Hall 2210,,
REL,3699,0,TBA,TBA,,
REL,3794,1,M 4pm-5:20pm,SDQ NIEBUHR - Sterling Divinity Quadrangle NIEBUHR,,
REL,3795,1,TBA,TBA,,
REL,3798,1,Th 5:30pm-6:20pm,SDQ BUSH-S200 - Sterling Divinity Quadrangle BUSH-S200,,
REL,3799,0,TBA,TBA,,
REL,3899,0,TBA,TBA,,
REL,3900,2,TBA,TBA,,
REL,3900,1,TBA,TBA,,
REL,3903,1,M 6pm-8pm,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
REL,3905,1,M 3:30pm-5:20pm + 1,SDQ WOOD - Sterling Divinity Quadrangle WOOD + 1,,
REL,3910,1,W 3:30pm-5:20pm,SDQ GREAT - Sterling Divinity Quadrangle GREAT,,
REL,3971,1,M 10am-11:20am + 1,SDQ WOOD - Sterling Divinity Quadrangle WOOD + 1,,
REL,3987,1,Th 4pm-5:20pm,SDQ WOOD - Sterling Divinity Quadrangle WOOD,,
REL,3990,2,Sa 9am-2pm,ONLINE,,
REL,3990,1,Sa 9am-2pm,ONLINE,,
REL,3992,1,TBA,TBA,,
REL,3994,1,Th 4pm-5:30pm,TBA,,
REL,3998,1,W 3:30pm-4:30pm,SDQ BUSH-S101 - Sterling Divinity Quadrangle BUSH-S101,,
REL,3999,0,TBA,TBA,,
REL,504,1,MWF 10:30am-11:20am,SDQ NIEBUHR - Sterling Divinity Quadrangle NIEBUHR,,
REL,506,1,MWF 10:30am-11:20am,SDQ GREAT - Sterling Divinity Quadrangle GREAT,,
REL,515,1,W 3:30pm-5:20pm,SDQ JE-DINING - Sterling Divinity Quadrangle JE-DINING,,
REL,550,1,Th 1:30pm-3:20pm,SDQ WOOD - Sterling Divinity Quadrangle WOOD,,
REL,557,1,T 3:30pm-5:20pm,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,560,1,M 1:30pm-3:20pm,HQ 109 - Humanities Quadrangle 109,,
REL,575,1,TTh 9am-10:20am,SDQ LIBR-104 - Sterling Divinity Quadrangle LIBR-104,,
REL,584,1,T 9:30am-11:20am,SDQ JE-DINING - Sterling Divinity Quadrangle JE-DINING,,
REL,589,1,T 9:30am-11:20am,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,594,1,M 3:30pm-5:20pm,SDQ JE-DINING - Sterling Divinity Quadrangle JE-DINING,,
REL,597,1,M 9:30am-11:20am,SDQ LIBR-104 - Sterling Divinity Quadrangle LIBR-104,,
REL,608,1,TTh 9am-10:20am,"PR406 203 - 406 Prospect St., Miller Hall 203",,
REL,611,1,M 6:15pm-8:15pm,SDQ JE-DINING - Sterling Divinity Quadrangle JE-DINING,,
REL,612,1,M 3:30pm-5:20pm,SDQ SG54 - Sterling Divinity Quadrangle SG54,,
REL,615,1,TTh 9:30am-10:20am + 1,SDQ NIEBUHR - Sterling Divinity Quadrangle NIEBUHR + 1,,
REL,616,1,T 1:30pm-3:20pm,SDQ S212 - Sterling Divinity Quadrangle S212,,
REL,617,1,W 1:30pm-3:20pm,SDQ WOOD - Sterling Divinity Quadrangle WOOD,,
REL,623,1,T 1:30pm-3:20pm,SDQ BUSH-S104 - Sterling Divinity Quadrangle BUSH-S104,,
REL,626,1,TTh 10:30am-11:20am + 1,SDQ SG58 - Sterling Divinity Quadrangle SG58 + 1,,
REL,636,1,T 6pm-8pm,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,640,1,M 3:30pm-5:20pm + 1,SDQ BUSH-S200 - Sterling Divinity Quadrangle BUSH-S200 + 1,,
REL,645,1,M 1:30pm-3:20pm,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
REL,647,1,Th 1:30pm-3:20pm,SDQ BUSH-S104 - Sterling Divinity Quadrangle BUSH-S104,,
REL,657,1,M 1:30pm-3:20pm,SDQ BUSH-S200 - Sterling Divinity Quadrangle BUSH-S200,,
REL,658,1,F 9:30am-11:20am + 1,"PR406 203 - 406 Prospect St., Miller Hall 203 + 1",,
REL,660,1,W 3:30pm-5:20pm,SDQ S212 - Sterling Divinity Quadrangle S212,,
REL,662,1,T 4pm-6pm,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
REL,665,1,T 1:30pm-3:20pm,SDQ WOOD - Sterling Divinity Quadrangle WOOD,,
REL,669,1,T 1:30pm-3:20pm,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,679,1,TBA,TBA,,
REL,683,1,M 1:30pm-3:20pm,SDQ S212 - Sterling Divinity Quadrangle S212,,
REL,698,1,M 3:30pm-5:20pm,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
REL,713,1,MW 9:30am-10:20am + 1,SDQ GREAT - Sterling Divinity Quadrangle GREAT + 1,,
REL,715,1,MW 9:30am-10:20am + 1,SDQ NIEBUHR - Sterling Divinity Quadrangle NIEBUHR + 1,,
REL,723,1,W 1:30pm-3:20pm,SDQ LIBR-104 - Sterling Divinity Quadrangle LIBR-104,,
REL,732,1,T 3:30pm-5:20pm,SDQ BUSH-S104 - Sterling Divinity Quadrangle BUSH-S104,,
REL,738,1,Th 1:30pm-3:20pm,SDQ N54 - Sterling Divinity Quadrangle N54,,
REL,747,1,TBA,TBA,,
REL,755,1,T 1:30pm-3:20pm,SDQ JE-DINING - Sterling Divinity Quadrangle JE-DINING,,
REL,762,1,T 3:30pm-5:20pm,"PR406 203 - 406 Prospect St., Miller Hall 203",,
REL,769,1,Th 3:30pm-5:20pm,SDQ BUSH-S200 - Sterling Divinity Quadrangle BUSH-S200,,
REL,771,1,T 1:30pm-3:20pm,SDQ S151 - Sterling Divinity Quadrangle S151,,
REL,801,1,Su 6:30pm-8pm,SDQ MARQ - Sterling Divinity Quadrangle MARQ,,
REL,802,1,M 7pm-9pm,SDQ MARQ - Sterling Divinity Quadrangle MARQ,,
REL,807,1,Th 1:30pm-4pm,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,808,1,T 1:30pm-3:20pm,SDQ BUSH-S200 - Sterling Divinity Quadrangle BUSH-S200,,
REL,810,1,T 3:30pm-5:20pm,SDQ SG54 - Sterling Divinity Quadrangle SG54,,
REL,812,1,M 2pm-3:20pm + 1,SDQ NIEBUHR - Sterling Divinity Quadrangle NIEBUHR + 1,,
REL,819,1,T 1:30pm-3:20pm,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
REL,820,1,M 6:30pm-8:30pm,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,825,1,T 3:30pm-5:20pm,SDQ GREAT - Sterling Divinity Quadrangle GREAT,,
REL,828,1,TBA,TBA,,
REL,829,1,W 3:30pm-5:20pm,SDQ BUSH-S104 - Sterling Divinity Quadrangle BUSH-S104,,
REL,830,1,TBA,TBA,,
REL,856,1,TBA,TBA,,
REL,865,1,W 1:30pm-3:20pm,SDQ S212 - Sterling Divinity Quadrangle S212,,
REL,868,1,M 1:30pm-3:20pm,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,875,1,M 6pm-8:30pm,SDQ S212 - Sterling Divinity Quadrangle S212,,
REL,887,1,W 1:30pm-3:20pm,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
REL,906H,1,W 4pm-6pm,EDW380,4.454545454545454,2.875
REL,917,1,TBA,TBA,4.272727272727272,2.181818181818181
REL,919,1,T 1:30pm-3:20pm,"PR406 203 - 406 Prospect St., Miller Hall 203",,
REL,920,1,Th 3:30pm-5:20pm,SDQ N54 - Sterling Divinity Quadrangle N54,,
REL,921,1,Th 1:30pm-3:20pm,SDQ S212 - Sterling Divinity Quadrangle S212,,
REL,922,1,W 3:30pm-5:20pm + 1,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100 + 1,4.0,3.5
REL,925,1,TBA,TBA,,
REL,929,1,T 1:30pm-3pm + 1,SDQ SG58 - Sterling Divinity Quadrangle SG58 + 1,3.0,
REL,932,1,M 1:30pm-3:20pm + 1,"PR406 203 - 406 Prospect St., Miller Hall 203 + 1",,
REL,933,1,Th 1:30pm-3:20pm,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
REL,937,1,Th 3:30pm-5:20pm,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
REL,939,1,T 9:30am-11:20am + 1,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100 + 1,,
REL,942,1,W 9:30am-11:20am + 1,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100 + 1,,
REL,946,1,M 3:30pm-5:20pm,"PR406 203 - 406 Prospect St., Miller Hall 203",,
REL,948,1,TTh 2:30pm-3:45pm,WLH 201 - William L. Harkness Hall 201,,
REL,950,1,Th 1:30pm-3:20pm + 1,SDQ JE-DINING - Sterling Divinity Quadrangle JE-DINING + 1,,
REL,954,1,T 3:30pm-5:20pm,SDQ JE-DINING - Sterling Divinity Quadrangle JE-DINING,,
REL,955,1,W 1:30pm-3:20pm,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,964,1,T 6pm-8pm,SDQ JE-DINING - Sterling Divinity Quadrangle JE-DINING,,
REL,966,1,W 1:30pm-3:20pm,"PR406 203 - 406 Prospect St., Miller Hall 203",3.0,2.333333333333333
REL,968,1,Th 1:30pm-3:20pm,"PR406 203 - 406 Prospect St., Miller Hall 203",,
REL,971,1,F 1:30pm-3:20pm,SDQ LATOURETTE - Sterling Divinity Quadrangle LATOURETTE,,
REL,995,1,F 9:30am-11:20am,SDQ BUSH-S100 - Sterling Divinity Quadrangle BUSH-S100,,
RLST,108,1,TTh 2:30pm-3:45pm,HQ 209 - Humanities Quadrangle 209,,
RLST,113,1,M 1:30pm-3:20pm + 1,HQ C07 - Humanities Quadrangle C07 + 1,,
RLST,114,1,TTh 1pm-2:15pm,HQ 225 - Humanities Quadrangle 225,,
RLST,115,1,MW 1:30pm-2:20pm + 1,HQ L02 - Humanities Quadrangle L02 + 1,4.486486486486487,2.8888888888888893
RLST,115,A,W 2:30pm-3:20pm,TBA,4.486486486486487,2.8888888888888893
RLST,115,B,Th 10:30am-11:20am,TBA,4.486486486486487,2.8888888888888893
RLST,115,C,W 4pm-4:50pm,TBA,4.486486486486487,2.8888888888888893
RLST,115,D,Th 4pm-4:50pm,TBA,4.486486486486487,2.8888888888888893
RLST,115,F,Th 5pm-5:50pm,TBA,4.486486486486487,2.8888888888888893
RLST,115,E,Th 1:30pm-2:20pm,TBA,4.486486486486487,2.8888888888888893
RLST,119,1,Th 3:30pm-5:20pm + 1,HQ C65 - Humanities Quadrangle C65 + 1,,
RLST,126,1,MW 9am-10:15am + 1,HQ 132 - Humanities Quadrangle 132 + 1,4.022486772486772,3.117673992673992
RLST,132,1,Th 1:30pm-3:20pm,WTS B30 - Watson Center 60 Sachem Street B30,,
RLST,141,1,TTh 2:30pm-3:45pm,HQ 229 - Humanities Quadrangle 229,4.601960784313725,3.169444444444444
RLST,142,1,T 9:25am-11:15am,WTS A68 - Watson Center 60 Sachem Street A68,,
RLST,146,1,T 3:30pm-5:20pm,HQ C05 - Humanities Quadrangle C05,,
RLST,149,1,TBA,TBA,4.569444444444445,3.481481481481481
RLST,170,1,T 9:25am-11:15am,HQ 207 - Humanities Quadrangle 207,3.4491316526610643,2.627742763772176
RLST,171,1,MW 10:30am-11:20am,WLH 208 - William L. Harkness Hall 208,,
RLST,171,A,F 10:30am-11:20am,TBA,,
RLST,171,B,F 10:30am-11:20am,TBA,,
RLST,171,C,F 10:30am-11:20am,TBA,,
RLST,171,D,F 10:30am-11:20am,TBA,,
RLST,172,1,TTh 1pm-2:15pm,HQ 133 - Humanities Quadrangle 133,,
RLST,175,1,M 1:30pm-3:20pm,HQ 313 - Humanities Quadrangle 313,4.454545454545454,2.714285714285714
RLST,188,1,TBA,TBA,3.987463768115942,2.282953761214631
RLST,192,1,W 3:30pm-5:20pm + 1,HQ C11 - Humanities Quadrangle C11 + 1,4.166666666666667,2.333333333333333
RLST,212,1,M 1:30pm-3:20pm,HQ 109 - Humanities Quadrangle 109,,
RLST,283,1,TTh 2:30pm-3:20pm,WLH 116 - William L. Harkness Hall 116,4.142443783068783,2.767991775173526
RLST,283,A,Th 3:30pm-4:20pm,TBA,4.142443783068783,2.767991775173526
RLST,283,B,Th 3:30pm-4:20pm,TBA,4.142443783068783,2.767991775173526
RLST,283,C,Th 4:30pm-5:20pm,TBA,4.142443783068783,2.767991775173526
RLST,283,D,F 11:35am-12:25pm,TBA,4.142443783068783,2.767991775173526
RLST,347,1,Th 1:30pm-3:20pm,WLH 003 - William L. Harkness Hall 003,4.5,2.4
RLST,384,1,TBA,TBA,,
RLST,408,1,TTh 11:35am-12:50pm,HQ 225 - Humanities Quadrangle 225,,
RLST,417,1,W 1:30pm-3:20pm,SML 218 - Sterling Memorial Library 218,,
RLST,428,1,W 3:30pm-6:30pm,HQ 133 - Humanities Quadrangle 133,,
RLST,429,1,W 3:30pm-5:20pm,WLH 112 - William L. Harkness Hall 112,,
RLST,437,1,T 1:30pm-3:20pm,HQ C01 - Humanities Quadrangle C01,,
RLST,492,1,T 9:25am-11:15am + 1,HQ 209 - Humanities Quadrangle 209 + 1,4.327074160407494,4.334567901234568
RLST,574,1,T 1:30pm-3:20pm + 1,CO493 103 - 493 College Street 103 + 1,5.0,3.0
RLST,598,1,Th 1:30pm-3:20pm,HQ C65 - Humanities Quadrangle C65,4.875,3.5
RLST,606,1,T 3:30pm-6:30pm,HQ C64 - Humanities Quadrangle C64,,
RLST,650,1,T 3:30pm-5:20pm,HQ C05 - Humanities Quadrangle C05,,
RLST,656,1,M 1:30pm-3:20pm,WTS A39 - Watson Center 60 Sachem Street A39,,
RLST,696,1,TBA,TBA,,
RLST,699,1,W 1:30pm-3:20pm,"PR406 203 - 406 Prospect St., Miller Hall 203",3.0,2.333333333333333
RLST,741,1,W 3:30pm-5:20pm,WLH 112 - William L. Harkness Hall 112,,
RLST,750,1,W 3:30pm-5:20pm + 1,HQ C11 - Humanities Quadrangle C11 + 1,4.166666666666667,2.333333333333333
RLST,859,1,Th 1:30pm-3:20pm,"PR406 203 - 406 Prospect St., Miller Hall 203",,
RLST,861,1,Th 9:25am-11:15am,HQ 109 - Humanities Quadrangle 109,,
RLST,868,1,TF 9am-10:15am,HQ C01 - Humanities Quadrangle C01,4.0,3.0
RLST,875,1,Th 9:25am-11:15am,HQ 309 - Humanities Quadrangle 309,,
RLST,898,1,W 3:30pm-5:20pm,HQ 213 - Humanities Quadrangle 213,,
RLST,961,1,TBA,TBA,,
RLST,962,1,TBA,TBA,,
RLST,963,1,TBA,TBA,,
RLST,964,1,TBA,TBA,,
RLST,965,1,TBA,TBA,,
RLST,966,1,TBA,TBA,,
RLST,968,1,TBA,TBA,,
RLST,969,1,TBA,TBA,,
RLST,970,1,TBA,TBA,5.0,
RLST,971,1,TBA,TBA,,
RNST,501,1,W 3:30pm-5:20pm,HQ 209 - Humanities Quadrangle 209,3.959090909090909,4.166666666666667
RNST,871,1,W 11:30am-1:20pm,WLH 112 - William L. Harkness Hall 112,,
RSEE,219,1,M 1:30pm-3:20pm,WLH 001 - William L. Harkness Hall 001,,
RSEE,222,1,T 1:30pm-3:20pm,HQ 109 - Humanities Quadrangle 109,4.464090909090909,3.298585858585858
RSEE,242,1,TTh 2:30pm-3:45pm,WLH 012 - William L. Harkness Hall 012,,
RSEE,268,1,TTh 2:30pm-3:20pm,HQ L02 - Humanities Quadrangle L02,4.442672164523583,3.299818969989734
RSEE,268,A,T 3:30pm-4:20pm,TBA,4.442672164523583,3.299818969989734
RSEE,268,B,T 5pm-5:50pm,TBA,4.442672164523583,3.299818969989734
RSEE,268,C,W 1:30pm-2:20pm,TBA,4.442672164523583,3.299818969989734
RSEE,268,D,F 1:30pm-2:20pm,TBA,4.442672164523583,3.299818969989734
RSEE,268,E,Th 3:30pm-4:20pm,TBA,4.442672164523583,3.299818969989734
RSEE,268,F,Th 4:30pm-5:20pm,TBA,4.442672164523583,3.299818969989734
RSEE,268,G,Th 7pm-7:50pm,TBA,4.442672164523583,3.299818969989734
RSEE,268,H,Th 8am-8:50am,TBA,4.442672164523583,3.299818969989734
RSEE,300,1,Th 1:30pm-3:20pm,WALL81 301 - 81 Wall Street 301,4.019230769230769,3.101682692307692
RSEE,324,1,F 1:30pm-3:20pm,WTS A72 - Watson Center 60 Sachem Street A72,,
RSEE,328,1,MW 4pm-5:15pm,WLH 204 - William L. Harkness Hall 204,,
RSEE,360,1,W 3:30pm-5:20pm,WLH 006 - William L. Harkness Hall 006,4.0,3.4
RSEE,470,1,TBA,TBA,,
RSEE,491,1,TBA,TBA,4.0,4.0
RUSS,120,1,M-F 9:25am-10:15am,WLH 015 - William L. Harkness Hall 015,4.30074583536122,3.714579864579864
RUSS,120,2,M-F 10:30am-11:20am,WLH 015 - William L. Harkness Hall 015,4.30074583536122,3.714579864579864
RUSS,120,3,M-F 10:30am-11:20am,LC 208 - Linsly-Chittenden Hall 208,4.30074583536122,3.714579864579864
RUSS,140,1,M-F 10:30am-11:20am,WTS A72 - Watson Center 60 Sachem Street A72,4.337037037037038,3.553130511463845
RUSS,145,1,MWF 9:25am-10:15am + 1,WLH 210 - William L. Harkness Hall 210 + 1,4.656287878787879,3.980829725829726
RUSS,151,1,MWF 11:35am-12:50pm,WLH 210 - William L. Harkness Hall 210,4.446507936507936,3.565833333333333
RUSS,161,1,MWF 11:35am-12:25pm,WTS A72 - Watson Center 60 Sachem Street A72,4.390674603174603,3.421577380952381
RUSS,174,1,MWF 1pm-2:15pm,WLH 210 - William L. Harkness Hall 210,4.2,4.2
RUSS,177,1,MW 2:30pm-3:45pm + 1,WLH 007 - William L. Harkness Hall 007 + 1,,
RUSS,220,1,MW 1:30pm-2:20pm + 1,HQ L01 - Humanities Quadrangle L01 + 1,4.683076923076923,3.16
RUSS,220,A,Th 3:30pm-4:20pm,TBA,4.683076923076923,3.16
RUSS,220,B,F 10:30am-11:20am,TBA,4.683076923076923,3.16
RUSS,220,C,F 1:30pm-2:20pm,TBA,4.683076923076923,3.16
RUSS,242,1,TTh 2:30pm-3:45pm,WLH 012 - William L. Harkness Hall 012,,
RUSS,260,1,TTh 1pm-2:15pm,LORIA 351 - Loria Center 351,4.642105263157895,3.233333333333333
RUSS,481,1,TBA,TBA,,
RUSS,490,1,TBA,TBA,,
RUSS,655,1,M 9:25am-11:15am,HQ 127 - Humanities Quadrangle 127,,
RUSS,672,1,M 1:30pm-3:20pm,WLH 012 - William L. Harkness Hall 012,,
RUSS,680,1,W 9:25am-11:15am + 1,HQ C64 - Humanities Quadrangle C64 + 1,3.0,4.0
RUSS,682,1,TBA,TBA,5.0,3.333333333333333
RUSS,851,1,Th 1:30pm-3:20pm + 1,HQ C64 - Humanities Quadrangle C64 + 1,4.125,4.0
SAST,242,1,TBA,TBA,4.492647058823529,3.483333333333333
SAST,260,1,TBA,TBA,3.987463768115942,2.282953761214631
SAST,262,1,MW 9am-10:15am + 1,HQ 132 - Humanities Quadrangle 132 + 1,4.022486772486772,3.117673992673992
SAST,308,1,Th 1:30pm-3:20pm + 1,SA10 212 - 10 Sachem Street 212 + 1,,
SAST,323,1,TBA,TBA,4.267399267399267,3.6538461538461533
SAST,384,1,TBA,TBA,,
SAST,384,2,TBA,TBA,,
SAST,462,1,Th 9:25am-11:15am,RKZ 02 - Rosenkranz Hall 02,,
SAST,473,1,W 2:30pm-5:30pm,STOECK 107 - Stoeckel Hall (renovated) 107,,
SAST,486,1,TBA,TBA,,
SAST,492,1,TBA,TBA,,
SBCR,120,1,MWF 10:10am-11:25am,TBA,,
SBCR,140,1,MWF 11:40am-12:55pm,TBA,,
SBS,500,1,TBA,TBA,,
SBS,526,1,T 12pm-1pm,LEPH WINSL - Laboratory of EPH WINSL,,
SBS,537,1,M 10am-11:50am,LEPH 101 - Laboratory of EPH 101,3.5294117647058822,3.235294117647059
SBS,541,1,M 5pm-6:50pm,LEPH 101 - Laboratory of EPH 101,4.25,3.375
SBS,565,1,M 1pm-2:50pm,LEPH 101 - Laboratory of EPH 101,,
SBS,570,1,Th 1pm-2:50pm,LEPH 101 - Laboratory of EPH 101,,
SBS,580,1,Th 10am-11:50am + 1,CO47 106A - 47 College Street (CLP) 106A + 1,4.909090909090909,3.772727272727273
SBS,587,1,W 1pm-2:50pm,LEPH WINSL - Laboratory of EPH WINSL,,
SBS,588,1,TBA,TBA,,
SBS,593,1,T 5pm-6:50pm,LEPH 101 - Laboratory of EPH 101,,
SBS,596,1,T 12:10pm-2pm,BAKER 124 - Baker Hall 124,,
SBS,600,1,TBA,TBA,,
SBS,610,1,TBA,TBA,,
SBS,640,1,W 10am-11:50am,LEPH 115 - Laboratory of EPH 115,,
SBS,670,1,TBA,TBA,4.25,3.25
SCIE,011,1,F 1:30pm-3:20pm,WLH 002 - William L. Harkness Hall 002,4.117647058823529,3.764705882352941
SCIE,031,1,F 1:30pm-3pm,WTS A42 - Watson Center 60 Sachem Street A42,3.648340548340548,2.008208458208458
SCIE,099,1,MW 2:30pm-3:45pm,WTS A68 - Watson Center 60 Sachem Street A68,4.125,2.375
S&DS,100,1,TTh 9am-10:15am,"DAVIES AUD - Davies Auditorium, Becton Ctr AUD",2.9312351085606903,2.653745392638138
S&DS,123,1,MWF 10:30am-11:20am,SSS 114 - Sheffield-Sterling-Strathcona 114,3.534391534391534,3.130641996075133
S&DS,160,1,TTh 11:35am-12:50pm,LUCE 101 - Luce Hall 101,3.24683400917482,1.914507511300684
S&DS,175,1,W 3:30pm-5:20pm + 1,WTS A42 - Watson Center 60 Sachem Street A42 + 1,4.333333333333333,3.5
S&DS,175,A,F 1:30pm-2:20pm,TBA,4.333333333333333,3.5
S&DS,176,1,TTh 1pm-2:15pm,HLH17 113 - 17 Hillhouse Avenue 113,5.0,2.4
S&DS,220,1,TTh 9am-10:15am,WLH 208 - William L. Harkness Hall 208,3.649732108687332,3.218618446230386
S&DS,230,1,TTh 9am-10:15am,YSB MARSH - Yale Science Building MARSH,3.887940314433684,3.134858681968653
S&DS,230,2,TTh 4pm-5:15pm,OML 202 - Osborn Memorial Laboratories 202,3.887940314433684,3.134858681968653
S&DS,242,1,MW 9am-10:15am,YSB MARSH - Yale Science Building MARSH,3.03723233160418,3.356028222780591
S&DS,317,1,TTh 4pm-5:15pm,ML 211 - Mason Laboratory 211,3.933333333333333,3.714285714285713
S&DS,351,1,MW 1pm-2:15pm,ML 211 - Mason Laboratory 211,3.644901559596681,3.507202346264847
S&DS,352,1,MW 1pm-2:15pm,BASS 305 - Bass Center 305,3.087472809448615,2.706451612903225
S&DS,361,1,TTh 9am-10:15am,DL 220 - Dunham Laboratory 220,3.245500637530997,2.899838923024407
S&DS,363,1,TTh 1pm-2:15pm,KRN 301 - Kroon Hall 301,3.809331797235023,2.700147910022828
S&DS,364,1,TTh 11:35am-12:50pm,HLH17 113 - 17 Hillhouse Avenue 113,3.551404151404152,3.485470085470085
S&DS,365,1,MW 11:35am-12:50pm,LC 102 - Linsly-Chittenden Hall 102,,
S&DS,411,1,T 3:30pm-5:20pm,HLH24 107 - 24 Hillhouse Avenue 107,5.0,2.088888888888889
S&DS,425,1,TTh 2:30pm-3:45pm,HLH17 101 - 17 Hillhouse Avenue 101,3.77109557109557,3.358578088578088
S&DS,432,1,TTh 1pm-2:15pm,DL 220 - Dunham Laboratory 220,,
S&DS,480,1,TBA,TBA,4.666666666666667,3.0
S&DS,492,1,TBA,TBA,4.119191919191919,4.18037518037518
S&DS,500,1,TTh 9am-10:15am,"DAVIES AUD - Davies Auditorium, Becton Ctr AUD",2.9312351085606903,2.653745392638138
S&DS,517,1,TTh 4pm-5:15pm,ML 211 - Mason Laboratory 211,3.933333333333333,3.714285714285713
S&DS,520,1,TTh 9am-10:15am,WLH 208 - William L. Harkness Hall 208,3.649732108687332,3.218618446230386
S&DS,523,1,MWF 10:30am-11:20am,SSS 114 - Sheffield-Sterling-Strathcona 114,3.534391534391534,3.130641996075133
S&DS,530,1,TTh 9am-10:15am,YSB MARSH - Yale Science Building MARSH,3.887940314433684,3.134858681968653
S&DS,530,2,TTh 4pm-5:15pm,OML 202 - Osborn Memorial Laboratories 202,3.887940314433684,3.134858681968653
S&DS,542,1,MW 9am-10:15am,YSB MARSH - Yale Science Building MARSH,3.03723233160418,3.356028222780591
S&DS,551,1,MW 1pm-2:15pm,ML 211 - Mason Laboratory 211,3.644901559596681,3.507202346264847
